11.400,0.5644
11.500,0.5828
11.600,0.6018
11.700,0.6208
11.800,0.6406
11.900,0.6602
12.000,0.6799
12.100,0.6998
12.200,0.7197
12.300,0.7399
12.400,0.7602
12.500,0.7808
12.600,0.8021
12.700,0.8242
12.800,0.8473
12.900,0.8696
13.000,0.8920
13.100,0.9137
13.200,0.9353
13.300,0.9567
13.400,0.9785
13.500,0.9998
13.600,1.0213
13.700,1.0427
13.800,1.0647
13.900,1.0865
14.000,1.1078
14.100,1.1290
14.200,1.1501
14.300,1.1712
14.400,1.1925
14.500,1.2136
14.600,1.2344
14.700,1.2559
14.800,1.2771
14.900,1.2985
15.000,1.3189
15.100,1.3391
15.200,1.3594
15.300,1.3793
15.400,1.3987
15.500,1.4184
15.600,1.4379
15.700,1.4571
15.800,1.4756
15.900,1.4942
16.000,1.5113
16.100,1.5276
16.200,1.5435
16.300,1.5588
16.400,1.5735
16.500,1.5878
16.600,1.6011
16.700,1.6140
16.800,1.6267
16.900,1.6393
17.000,1.6506
17.100,1.6611
17.200,1.6713
17.300,1.6806
17.400,1.6895
17.500,1.6976
17.600,1.7047
17.700,1.7115
17.800,1.7174
17.900,1.7231
18.000,1.7273
18.100,1.7308
18.200,1.7336
18.300,1.7359
18.400,1.7375
18.500,1.7387
18.600,1.7398
18.700,1.7403
18.800,1.7409
18.900,1.7411
19.000,1.7400
19.100,1.7384
19.200,1.7362
19.300,1.7342
19.400,1.7319
19.500,1.7295
19.600,1.7270
19.700,1.7242
19.800,1.7212
19.900,1.7185
20.000,1.7152
20.100,1.7120
20.200,1.7089
20.300,1.7062
20.400,1.7037
20.500,1.7014
20.600,1.6991
20.700,1.6968
20.800,1.6947
20.900,1.6931
21.000,1.6904
21.100,1.6874
21.200,1.6844
21.300,1.6807
21.400,1.6769
21.500,1.6732
21.600,1.6689
21.700,1.6645
21.800,1.6602
21.900,1.6567
22.000,1.6522
22.100,1.6481
22.200,1.6443
22.300,1.6405
22.400,1.6363
22.500,1.6326
22.600,1.6296
22.700,1.6266
22.800,1.6235
22.900,1.6206
23.000,1.6170
23.100,1.6133
23.200,1.6091
23.300,1.6048
23.400,1.6005
23.500,1.5961
23.600,1.5916
23.700,1.5865
23.800,1.5821
23.900,1.5783
24.000,1.5744
24.100,1.5708
24.200,1.5672
24.300,1.5643
24.400,1.5611
24.500,1.5583
24.600,1.5554
24.700,1.5525
24.800,1.5495
24.900,1.5471
25.000,1.5446
25.100,1.5419
25.200,1.5393
25.300,1.5370
25.400,1.5346
25.500,1.5322
25.600,1.5301
25.700,1.5282
25.800,1.5263
25.900,1.5247
26.000,1.5235
26.100,1.5221
26.200,1.5209
26.300,1.5200
26.400,1.5190
26.500,1.5176
26.600,1.5160
26.700,1.5146
26.800,1.5131
26.900,1.5119
27.000,1.5107
27.100,1.5095
27.200,1.5086
27.300,1.5076
27.400,1.5066
27.500,1.5058
27.600,1.5046
27.700,1.5035
27.800,1.5025
27.900,1.5013
28.000,1.4999
28.100,1.4982
28.200,1.4961
28.300,1.4936
28.400,1.4906
28.500,1.4876
28.600,1.4841
28.700,1.4804
28.800,1.4765
28.900,1.4721
29.000,1.4680
29.100,1.4639
29.200,1.4597
29.300,1.4554
29.400,1.4510
29.500,1.4466
29.600,1.4420
29.700,1.4375
29.800,1.4327
29.900,1.4278
30.000,1.4233
30.100,1.4190
30.200,1.4147
30.300,1.4106
30.400,1.4065
30.500,1.4026
30.600,1.3986
30.700,1.3953
30.800,1.3924
30.900,1.3890
31.000,1.3865
31.100,1.3840
31.200,1.3823
31.300,1.3803
31.400,1.3787
31.500,1.3774
31.600,1.3763
31.700,1.3753
31.800,1.3746
31.900,1.3735
32.000,1.3726
32.100,1.3718
32.200,1.3704
32.300,1.3692
32.400,1.3678
32.500,1.3664
32.600,1.3653
32.700,1.3638
32.800,1.3621
32.900,1.3600
33.000,1.3580
33.100,1.3557
33.200,1.3531
33.300,1.3501
33.400,1.3471
33.500,1.3438
33.600,1.3398
33.700,1.3361
33.800,1.3321
33.900,1.3282
34.000,1.3243
34.100,1.3205
34.200,1.3166
34.300,1.3129
34.400,1.3092
34.500,1.3053
34.600,1.3011
34.700,1.2971
34.800,1.2929
34.900,1.2884
35.000,1.2842
35.100,1.2799
35.200,1.2757
35.300,1.2713
35.400,1.2670
35.500,1.2629
35.600,1.2587
35.700,1.2546
35.800,1.2511
35.900,1.2478
36.000,1.2453
36.100,1.2437
36.200,1.2423
36.300,1.2414
36.400,1.2408
36.500,1.2402
36.600,1.2402
36.700,1.2407
36.800,1.2410
36.900,1.2414
37.000,1.2424
37.100,1.2431
37.200,1.2445
37.300,1.2460
37.400,1.2481
37.500,1.2504
37.600,1.2531
37.700,1.2558
37.800,1.2586
37.900,1.2614
38.000,1.2645
38.100,1.2673
38.200,1.2699
38.300,1.2723
38.400,1.2743
38.500,1.2766
38.600,1.2788
38.700,1.2806
38.800,1.2826
38.900,1.2842
39.000,1.2860
39.100,1.2879
39.200,1.2899
39.300,1.2918
39.400,1.2938
39.500,1.2956
39.600,1.2975
39.700,1.2990
39.800,1.3003
39.900,1.3011
40.000,1.3018
40.100,1.3018
40.200,1.3015
40.300,1.3007
40.400,1.2995
40.500,1.2978
40.600,1.2961
40.700,1.2941
40.800,1.2920
40.900,1.2897
41.000,1.2879
41.100,1.2859
41.200,1.2841
41.300,1.2824
41.400,1.2808
41.500,1.2791
41.600,1.2775
41.700,1.2756
41.800,1.2736
41.900,1.2711
42.000,1.2685
42.100,1.2654
42.200,1.2622
42.300,1.2586
42.400,1.2549
42.500,1.2510
42.600,1.2469
42.700,1.2426
42.800,1.2381
42.900,1.2336
43.000,1.2293
43.100,1.2251
43.200,1.2206
43.300,1.2162
43.400,1.2116
43.500,1.2068
43.600,1.2021
43.700,1.1974
43.800,1.1928
43.900,1.1883
44.000,1.1841
44.100,1.1803
44.200,1.1764
44.300,1.1728
44.400,1.1696
44.500,1.1667
44.600,1.1643
44.700,1.1620
44.800,1.1599
44.900,1.1583
45.000,1.1570
45.100,1.1557
45.200,1.1547
45.300,1.1540
45.400,1.1535
45.500,1.1532
45.600,1.1533
45.700,1.1534
45.800,1.1539
45.900,1.1547
46.000,1.1560
46.100,1.1578
46.200,1.1598
46.300,1.1627
46.400,1.1654
46.500,1.1686
46.600,1.1717
46.700,1.1751
46.800,1.1783
46.900,1.1811
47.000,1.1836
47.100,1.1856
47.200,1.1871
47.300,1.1880
47.400,1.1883
47.500,1.1884
47.600,1.1882
47.700,1.1876
47.800,1.1869
47.900,1.1861
48.000,1.1853
48.100,1.1841
48.200,1.1830
48.300,1.1815
48.400,1.1802
48.500,1.1785
48.600,1.1767
48.700,1.1746
48.800,1.1725
48.900,1.1700
49.000,1.1676
49.100,1.1648
49.200,1.1618
49.300,1.1588
49.400,1.1560
49.500,1.1532
49.600,1.1504
49.700,1.1477
49.800,1.1452
49.900,1.1429
50.000,1.1410
50.100,1.1393
50.200,1.1376
50.300,1.1362
50.400,1.1349
50.500,1.1339
50.600,1.1329
50.700,1.1322
50.800,1.1310
50.900,1.1301
51.000,1.1295
51.100,1.1290
51.200,1.1286
51.300,1.1284
51.400,1.1286
51.500,1.1287
51.600,1.1289
51.700,1.1293
51.800,1.1299
51.900,1.1303
52.000,1.1307
52.100,1.1314
52.200,1.1316
52.300,1.1318
52.400,1.1317
52.500,1.1315
52.600,1.1313
52.700,1.1310
52.800,1.1305
52.900,1.1302
53.000,1.1304
53.100,1.1304
53.200,1.1308
53.300,1.1312
53.400,1.1318
53.500,1.1326
53.600,1.1333
53.700,1.1340
53.800,1.1348
53.900,1.1354
54.000,1.1360
54.100,1.1363
54.200,1.1364
54.300,1.1364
54.400,1.1361
54.500,1.1355
54.600,1.1350
54.700,1.1344
54.800,1.1340
54.900,1.1340
55.000,1.1342
55.100,1.1347
55.200,1.1357
55.300,1.1372
55.400,1.1393
55.500,1.1416
55.600,1.1441
55.700,1.1468
55.800,1.1496
55.900,1.1526
56.000,1.1556
56.100,1.1586
56.200,1.1615
56.300,1.1644
56.400,1.1675
56.500,1.1706
56.600,1.1736
56.700,1.1770
56.800,1.1807
56.900,1.1844
57.000,1.1889
57.100,1.1933
57.200,1.1980
57.300,1.2031
57.400,1.2084
57.500,1.2137
57.600,1.2191
57.700,1.2242
57.800,1.2292
57.900,1.2343
58.000,1.2387
58.100,1.2430
58.200,1.2472
58.300,1.2509
58.400,1.2549
58.500,1.2585
58.600,1.2627
58.700,1.2669
58.800,1.2713
58.900,1.2753
59.000,1.2791
59.100,1.2827
59.200,1.2864
59.300,1.2899
59.400,1.2931
59.500,1.2960
59.600,1.2987
59.700,1.3013
59.800,1.3037
59.900,1.3057
60.000,1.3071
60.100,1.3088
60.200,1.3104
60.300,1.3120
60.400,1.3136
60.500,1.3149
60.600,1.3163
60.700,1.3175
60.800,1.3182
60.900,1.3186
61.000,1.3185
61.100,1.3179
61.200,1.3167
61.300,1.3146
61.400,1.3127
61.500,1.3097
61.600,1.3066
61.700,1.3032
61.800,1.3003
61.900,1.2978
62.000,1.2950
62.100,1.2922
62.200,1.2895
62.300,1.2873
62.400,1.2852
62.500,1.2831
62.600,1.2808
62.700,1.2789
62.800,1.2770
62.900,1.2754
63.000,1.2729
63.100,1.2706
63.200,1.2678
63.300,1.2653
63.400,1.2629
63.500,1.2602
63.600,1.2580
63.700,1.2554
63.800,1.2528
63.900,1.2506
64.000,1.2479
64.100,1.2456
64.200,1.2434
64.300,1.2416
64.400,1.2403
64.500,1.2395
64.600,1.2388
64.700,1.2386
64.800,1.2388
64.900,1.2400
65.000,1.2408
65.100,1.2418
65.200,1.2435
65.300,1.2452
65.400,1.2472
65.500,1.2494
65.600,1.2515
65.700,1.2535
65.800,1.2555
65.900,1.2576
66.000,1.2584
66.100,1.2587
66.200,1.2585
66.300,1.2578
66.400,1.2571
66.500,1.2561
66.600,1.2547
66.700,1.2528
66.800,1.2506
66.900,1.2483
67.000,1.2447
67.100,1.2407
67.200,1.2363
67.300,1.2316
67.400,1.2265
67.500,1.2209
67.600,1.2150
67.700,1.2094
67.800,1.2040
67.900,1.1995
68.000,1.1945
68.100,1.1895
68.200,1.1843
68.300,1.1798
68.400,1.1756
68.500,1.1714
68.600,1.1672
68.700,1.1629
68.800,1.1589
68.900,1.1548
69.000,1.1501
69.100,1.1450
69.200,1.1397
69.300,1.1344
69.400,1.1293
69.500,1.1241
69.600,1.1188
69.700,1.1136
69.800,1.1079
69.900,1.1022
70.000,1.0960
70.100,1.0898
70.200,1.0835
70.300,1.0769
70.400,1.0703
70.500,1.0636
70.600,1.0569
70.700,1.0502
70.800,1.0436
70.900,1.0369
71.000,1.0302
71.100,1.0236
71.200,1.0172
71.300,1.0111
71.400,1.0049
71.500,0.9989
71.600,0.9931
71.700,0.9870
71.800,0.9813
71.900,0.9755
72.000,0.9697
72.100,0.9637
72.200,0.9575
72.300,0.9511
72.400,0.9446
72.500,0.9381
72.600,0.9315
72.700,0.9247
72.800,0.9178
72.900,0.9110
73.000,0.9045
73.100,0.8982
73.200,0.8916
73.300,0.8851
73.400,0.8789
73.500,0.8728
73.600,0.8667
73.700,0.8607
73.800,0.8549
73.900,0.8490
74.000,0.8437
74.100,0.8384
74.200,0.8335
74.300,0.8290
74.400,0.8246
74.500,0.8207
74.600,0.8171
74.700,0.8139
74.800,0.8113
74.900,0.8090
75.000,0.8081
75.100,0.8077
75.200,0.8078
75.300,0.8084
75.400,0.8094
75.500,0.8108
75.600,0.8127
75.700,0.8147
75.800,0.8170
75.900,0.8190
76.000,0.8217
76.100,0.8245
76.200,0.8272
76.300,0.8299
76.400,0.8322
76.500,0.8344
76.600,0.8362
76.700,0.8375
76.800,0.8383
76.900,0.8384
77.000,0.8385
77.100,0.8377
77.200,0.8364
77.300,0.8345
77.400,0.8318
77.500,0.8287
77.600,0.8251
77.700,0.8209
77.800,0.8164
77.900,0.8113
78.000,0.8066
78.100,0.8015
78.200,0.7962
78.300,0.7905
78.400,0.7845
78.500,0.7783
78.600,0.7719
78.700,0.7655
78.800,0.7587
78.900,0.7516
79.000,0.7450
79.100,0.7384
79.200,0.7316
79.300,0.7244
79.400,0.7173
79.500,0.7101
79.600,0.7028
79.700,0.6955
79.800,0.6882
79.900,0.6807
80.000,0.6736
80.100,0.6667
80.200,0.6599
80.300,0.6531
80.400,0.6466
80.500,0.6402
80.600,0.6340
80.700,0.6281
80.800,0.6224
80.900,0.6169
81.000,0.6120
81.100,0.6077
81.200,0.6035
81.300,0.5998
81.400,0.5967
81.500,0.5938
81.600,0.5914
81.700,0.5892
81.800,0.5878
81.900,0.5867
82.000,0.5865
82.100,0.5868
82.200,0.5877
82.300,0.5892
82.400,0.5910
82.500,0.5933
82.600,0.5960
82.700,0.5990
82.800,0.6027
82.900,0.6062
83.000,0.6106
83.100,0.6151
83.200,0.6200
83.300,0.6253
83.400,0.6307
83.500,0.6367
83.600,0.6429
83.700,0.6495
83.800,0.6565
83.900,0.6635
84.000,0.6710
84.100,0.6788
84.200,0.6866
84.300,0.6948
84.400,0.7033
84.500,0.7121
84.600,0.7212
84.700,0.7304
84.800,0.7392
84.900,0.7483
85.000,0.7571
85.100,0.7659
85.200,0.7746
85.300,0.7831
85.400,0.7918
85.500,0.8004
85.600,0.8085
85.700,0.8168
85.800,0.8246
85.900,0.8322
86.000,0.8391
86.100,0.8457
86.200,0.8517
86.300,0.8572
86.400,0.8620
86.500,0.8665
86.600,0.8704
86.700,0.8741
86.800,0.8772
86.900,0.8798
87.000,0.8818
87.100,0.8835
87.200,0.8848
87.300,0.8854
87.400,0.8858
87.500,0.8859
87.600,0.8854
87.700,0.8846
87.800,0.8835
87.900,0.8821
88.000,0.8799
88.100,0.8775
88.200,0.8748
88.300,0.8717
88.400,0.8685
88.500,0.8651
88.600,0.8615
88.700,0.8578
88.800,0.8542
88.900,0.8509
89.000,0.8470
89.100,0.8435
89.200,0.8401
89.300,0.8370
89.400,0.8339
89.500,0.8311
89.600,0.8283
89.700,0.8255
89.800,0.8229
89.900,0.8205
90.000,0.8178
90.100,0.8149
90.200,0.8121
90.300,0.8093
90.400,0.8061
90.500,0.8028
90.600,0.7995
90.700,0.7958
90.800,0.7920
90.900,0.7881
91.000,0.7838
91.100,0.7792
91.200,0.7742
91.300,0.7691
91.400,0.7638
91.500,0.7581
91.600,0.7523
91.700,0.7463
91.800,0.7400
91.900,0.7337
92.000,0.7268
92.100,0.7198
92.200,0.7125
92.300,0.7052
92.400,0.6977
92.500,0.6901
92.600,0.6826
92.700,0.6750
92.800,0.6677
92.900,0.6606
93.000,0.6535
93.100,0.6467
93.200,0.6400
93.300,0.6334
93.400,0.6272
93.500,0.6214
93.600,0.6158
93.700,0.6107
93.800,0.6060
93.900,0.6016
94.000,0.5971
94.100,0.5931
94.200,0.5895
94.300,0.5860
94.400,0.5830
94.500,0.5802
94.600,0.5779
94.700,0.5757
94.800,0.5741
94.900,0.5727
95.000,0.5715
95.100,0.5708
95.200,0.5703
95.300,0.5700
95.400,0.5699
95.500,0.5703
95.600,0.5706
95.700,0.5713
95.800,0.5723
95.900,0.5731
96.000,0.5744
96.100,0.5757
96.200,0.5773
96.300,0.5787
96.400,0.5805
96.500,0.5821
96.600,0.5840
96.700,0.5858
96.800,0.5876
96.900,0.5895
97.000,0.5913
97.100,0.5929
97.200,0.5945
97.300,0.5958
97.400,0.5971
97.500,0.5983
97.600,0.5994
97.700,0.6004
97.800,0.6012
97.900,0.6018
98.000,0.6028
98.100,0.6036
98.200,0.6045
98.300,0.6051
98.400,0.6058
98.500,0.6064
98.600,0.6070
98.700,0.6071
98.800,0.6074
98.900,0.6074
99.000,0.6075
99.100,0.6077
99.200,0.6077
99.300,0.6076
99.400,0.6079
99.500,0.6079
99.600,0.6083
99.700,0.6089
99.800,0.6094
99.900,0.6100
