1109.8,0.080662,0.0010001
1359.8,0.080322,0.0012114
1609.8,0.080066,0.0013353
1859.8,0.079908,0.0013766
2109.8,0.079833,0.0013815
2359.8,0.079815,0.0014177
2609.8,0.079837,0.0014887
2859.8,0.079901,0.0014911
3109.8,0.080031,0.0013328
3359.8,0.080259,0.001192
3609.8,0.080608,0.001632
3859.8,0.081077,0.0026159
4109.8,0.081632,0.0036845
4359.8,0.082219,0.0045334
4609.8,0.082774,0.0050186
4859.8,0.083247,0.0051487
5109.8,0.083608,0.0050475
5359.8,0.083847,0.0048754
5609.8,0.083964,0.0047363
5859.8,0.083955,0.0046186
6109.8,0.083804,0.0043994
6359.8,0.083481,0.0039165
6609.8,0.082958,0.003077
6859.8,0.082226,0.0020156
7109.8,0.081308,0.0015542
7359.8,0.080267,0.0024806
7609.8,0.079193,0.0036847
7859.8,0.078184,0.0045622
8109.8,0.077318,0.0049725
8359.8,0.076634,0.0049832
8609.8,0.076128,0.0047836
8859.8,0.075763,0.0045898
9109.8,0.075494,0.0045547
9359.8,0.075288,0.0047216
9609.8,0.075145,0.0050503
9859.8,0.075094,0.0054635
10110,0.075179,0.0058749
10360,0.075433,0.0062047
10610,0.075853,0.006395
10860,0.076387,0.0064205
11110,0.076941,0.006298
11360,0.077397,0.0060805
11610,0.077646,0.0058393
11860,0.067975,0.0056324
12110,0.066546,0.0054775
12360,0.06494,0.0053495
12610,0.063304,0.0051989
12860,0.06181,0.004969
13110,0.060612,0.0046014
13360,0.059797,0.0040533
13610,0.05936,0.0033228
13860,0.059208,0.0024782
14110,0.059187,0.0017006
14360,0.059132,0.0013518
14610,0.058915,0.0016178
14860,0.058472,0.0020892
15110,0.057798,0.0024718
15360,0.056924,0.0026763
15610,0.055873,0.0026866
15860,0.054642,0.0025183
16110,0.053201,0.002217
16360,0.051526,0.001863
16610,0.049637,0.0015707
16860,0.047621,0.0014511
17110,0.04563,0.0015024
17360,0.043838,0.0015936
17610,0.042381,0.001597
17860,0.041313,0.0014699
18110,0.040595,0.0012898
18360,0.040111,0.0012943
18610,0.039724,0.0016899
18860,0.035651,0.0023738
19110,0.036541,0.0031639
19360,0.037312,0.0039293
19610,0.037945,0.0045642
19860,0.038408,0.0049792
20110,0.038646,0.0051088
20360,0.038605,0.0049319
20610,0.038262,0.00448
20860,0.037654,0.0038329
21110,0.03688,0.0030956
21360,0.036066,0.0023718
21610,0.035325,0.0017556
21860,0.034711,0.0013549
22110,0.034204,0.0012929
22360,0.033733,0.0015658
22610,0.033213,0.0020256
22860,0.032598,0.0025449
23110,0.031899,0.0030464
23360,0.031189,0.0034871
23610,0.030571,0.0038493
23860,0.030141,0.0041262
24110,0.029957,0.0043232
24360,0.030029,0.0044777
24610,0.030323,0.004653
24860,0.03078,0.0048706
25110,0.031326,0.0050557
25360,0.03189,0.0050777
25610,0.0324,0.0048593
25860,0.032787,0.0044419
26110,0.032996,0.0039715
26360,0.032995,0.0036074
26610,0.032797,0.0034137
26860,0.032465,0.0033611
27110,0.032112,0.003405
27360,0.031886,0.0034898
27610,0.03193,0.0035013
27860,0.032349,0.0033099
28110,0.033173,0.0028914
28360,0.034342,0.0024474
28610,0.035715,0.0023795
28860,0.037101,0.0027876
29110,0.038305,0.0032902
29360,0.039171,0.0035723
29610,0.039618,0.0035416
29860,0.039645,0.0032507
30110,0.039322,0.0028293
30360,0.038761,0.0024728
30610,0.038088,0.0024423
30860,0.037423,0.0028611
31110,0.03687,0.0035536
31360,0.036512,0.0042782
31610,0.036414,0.0048773
31860,0.036612,0.0052726
32110,0.037105,0.0054409
32360,0.037847,0.0053996
32610,0.038748,0.005202
32860,0.039701,0.0049215
33110,0.040605,0.0046308
33360,0.041402,0.0043709
33610,0.042091,0.0041386
33860,0.042728,0.0038912
34110,0.043393,0.0035784
34360,0.044165,0.0031798
34610,0.045088,0.0027366
34860,0.046163,0.0023589
35110,0.047344,0.0021796
35360,0.048552,0.0022234
35610,0.049683,0.0023684
35860,0.050622,0.0024847
36110,0.051251,0.0025112
36360,0.051482,0.0024256
36610,0.051287,0.0022635
36860,0.050733,0.0023027
37110,0.050001,0.0029969
37360,0.04936,0.0042438
37610,0.049102,0.0055069
37860,0.049441,0.0063036
38110,0.050426,0.0063783
38360,0.051894,0.0057934
38610,0.053503,0.0049106
38860,0.054836,0.0041722
39110,0.055543,0.0037266
39360,0.05546,0.0034293
39610,0.05467,0.0033429
39860,0.053468,0.0036958
40110,0.052252,0.0042523
40360,0.051377,0.0044742
40610,0.051033,0.0040587
40860,0.051194,0.0031448
41110,0.051643,0.0024126
41360,0.052062,0.0026347
41610,0.052152,0.0032537
41860,0.051725,0.0035232
42110,0.050752,0.0034063
42360,0.04935,0.003464
42610,0.047718,0.0043231
42860,0.046074,0.0058213
43110,0.044581,0.0074593
43360,0.043327,0.0089235
43610,0.042324,0.010097
43860,0.041538,0.010991
44110,0.040934,0.011684
44360,0.040502,0.012261
44610,0.04027,0.012765
44860,0.040283,0.013175
45110,0.04058,0.013413
45360,0.041155,0.013372
45610,0.041945,0.012977
45860,0.042833,0.012249
46110,0.043683,0.011335
46360,0.044371,0.010478
46610,0.044821,0.0098999
46860,0.045027,0.0096563
47110,0.045041,0.0096181
47360,0.044958,0.0096043
47610,0.044885,0.0095149
47860,0.04491,0.0093653
48110,0.045089,0.0092434
48360,0.045442,0.0092335
48610,0.04595,0.009355
48860,0.046568,0.0095541
49110,0.047235,0.0097474
49360,0.047881,0.0098717
49610,0.048433,0.0099124
49860,0.048825,0.0099082
50110,0.048993,0.0099469
50360,0.048892,0.010141
50610,0.048502,0.010588
50860,0.047852,0.011315
51110,0.047045,0.012252
51360,0.046269,0.013207
51610,0.04578,0.013892
51860,0.045858,0.013992
52110,0.046732,0.013265
52360,0.048487,0.01164
52610,0.051016,0.0092661
52860,0.054014,0.0064871
