1247.4	28860	0.022875	0.027062	0.020397
1252.5	29110	0.023603	0.026848	0.021537
1257.7	29360	0.02228	0.026181	0.02032
1263	29610	0.021341	0.024482	0.019567
1268.1	29860	0.021321	0.024513	0.01904
1272.9	30110	0.022009	0.025221	0.020001
1277.5	30360	0.021439	0.025428	0.019212
1281.9	30610	0.021939	0.026125	0.01947
1286.1	30860	0.021922	0.026001	0.019608
1290.2	31110	0.022507	0.027152	0.02025
1294.2	31360	0.02114	0.025323	0.018635
1298.1	31610	0.021748	0.026711	0.018859
1302.1	31860	0.022101	0.026421	0.019753
1306.2	32110	0.02135	0.025129	0.019218
1310.4	32360	0.020329	0.024396	0.017688
1314.9	32610	0.02366	0.027971	0.020551
1319.6	32860	0.020883	0.024634	0.018682
1324.5	33110	0.02235	0.025918	0.019918
1329.5	33360	0.020754	0.024584	0.018828
1334.4	33610	0.021218	0.024983	0.019101
1339.4	33860	0.022019	0.026489	0.019281
1344.1	34110	0.021481	0.025552	0.019254
1348.7	34360	0.020848	0.024505	0.01876
1353.3	34610	0.020171	0.022975	0.018152
1358.3	34860	0.020406	0.023587	0.018292
1363.7	35110	0.020982	0.024641	0.018623
1369.6	35360	0.021147	0.024043	0.019337
1375.4	35610	0.022213	0.025812	0.020128
1381.3	35860	0.021492	0.024865	0.019458
1387.4	36110	0.02263	0.025751	0.020419
1393.5	36360	0.022336	0.025707	0.020201
1399.5	36610	0.023199	0.026772	0.021389
1405.5	36860	0.022024	0.025458	0.020061
1411.5	37110	0.022435	0.026032	0.020443
1417.3	37360	0.023365	0.027059	0.021031
1422.9	37610	0.023837	0.02754	0.021771
1428.4	37860	0.024811	0.029596	0.022026
1434.1	38110	0.022784	0.026674	0.020602
1439.8	38360	0.024493	0.028551	0.021743
1445.5	38610	0.024601	0.028602	0.02045
1451.5	38860	0.024922	0.028787	0.022323
1458	39110	0.024794	0.028126	0.02299
1464.6	39360	0.023665	0.026928	0.021403
1470.7	39610	0.024114	0.027256	0.021803
1476.6	39860	0.026608	0.030049	0.024537
1482.4	40110	0.025326	0.028907	0.02393
1487.6	40360	0.023881	0.026788	0.022518
1492.7	40610	0.024144	0.02706	0.021692
1498.2	40860	0.025627	0.029023	0.023227
1504.2	41110	0.025696	0.029991	0.02305
1510.5	41360	0.023825	0.027403	0.02188
1517	41610	0.023738	0.027739	0.021847
1523.4	41860	0.025649	0.029791	0.023622
1529.8	42110	0.024128	0.0277	0.022081
1535.9	42360	0.02635	0.030119	0.02396
1541.4	42610	0.024271	0.027622	0.022249
1546.8	42860	0.02621	0.0297	0.023701
1552	43110	0.024104	0.027852	0.02198
1557.3	43360	0.025429	0.028654	0.023315
1562.3	43610	0.026355	0.030753	0.024322
1567.1	43860	0.024838	0.028685	0.022755
1572	44110	0.026675	0.030339	0.024433
1576.9	44360	0.026171	0.029774	0.02326
1581.7	44610	0.026381	0.030342	0.024109
1586	44860	0.027031	0.032041	0.024567
1590.2	45110	0.02981	0.034132	0.027443
1594.4	45360	0.026938	0.030817	0.024127
1598.6	45610	0.02638	0.031467	0.024287
1602.8	45860	0.027414	0.032011	0.025666
1607.2	46110	0.025891	0.029523	0.02349
1611.9	46360	0.023071	0.027028	0.020678
1616.5	46610	0.024538	0.028693	0.0216
1621.2	46860	0.025391	0.029216	0.022417
1625.9	47110	0.022873	0.026874	0.020444
1630.8	47360	0.023701	0.028135	0.021043
1636	47610	0.023506	0.027922	0.021226
1641.7	47860	0.02426	0.028179	0.021988
1647.2	48110	0.020898	0.02414	0.018663
1652.1	48360	0.022317	0.026568	0.01948
1656.5	48610	0.021558	0.026341	0.018565
1660.3	48860	0.023921	0.028734	0.021228
1663.9	49110	0.022363	0.027667	0.019514
1667.5	49360	0.022081	0.027681	0.018319
1671.3	49610	0.022589	0.028946	0.019761
1675.4	49860	0.02331	0.027581	0.020551
1679.8	50110	0.020827	0.024811	0.018451
1684.3	50360	0.020567	0.024806	0.01813
1689.1	50610	0.018239	0.024096	0.015313
1693.8	50860	0.022516	0.025877	0.020007
1698.5	51110	0.01915	0.023181	0.016636
1703.2	51360	0.021833	0.025848	0.018956
1707.7	51610	0.019954	0.024304	0.017309
1712.3	51860	0.02034	0.024741	0.017687
1717	52110	0.021186	0.025344	0.017762
1721.6	52360	0.021512	0.025672	0.018986
1726	52610	0.020413	0.025196	0.017457
1730.3	52860	0.018453	0.023191	0.015544
1734.5	53110	0.017803	0.022946	0.015334
1738.4	53360	0.02057	0.025157	0.01774
1742.1	53610	0.020504	0.024402	0.017901
1745.5	53860	0.021189	0.025507	0.018154
