29.429	109.78	0.041065	0.042311	0.039939
59.588	359.78	0.050608	0.052951	0.049249
84.12	609.78	0.054609	0.057001	0.053395
106.95	859.78	0.053574	0.055678	0.052238
128.09	1109.8	0.049932	0.052189	0.048278
147.65	1359.8	0.048097	0.050108	0.0466
167.39	1609.8	0.049699	0.05185	0.048138
187.94	1859.8	0.046079	0.048084	0.044537
207.45	2109.8	0.043358	0.045705	0.041614
226.62	2359.8	0.04394	0.045477	0.042589
243.17	2609.8	0.048577	0.050853	0.046844
259.3	2859.8	0.046381	0.04908	0.044424
275.15	3109.8	0.044299	0.047713	0.041738
292.8	3359.8	0.044332	0.04623	0.042756
309.93	3609.8	0.042851	0.045013	0.041314
327.23	3859.8	0.039985	0.041475	0.038598
344.91	4109.8	0.041141	0.042799	0.039721
362.21	4359.8	0.040817	0.042416	0.039474
379.35	4609.8	0.038934	0.040708	0.037329
395.55	4859.8	0.041696	0.043769	0.04028
412.65	5109.8	0.040376	0.042242	0.039132
430.35	5359.8	0.037264	0.039595	0.035639
448.39	5609.8	0.040031	0.042213	0.038409
466.57	5859.8	0.040917	0.043014	0.039302
484.52	6109.8	0.040158	0.041876	0.038845
502.65	6359.8	0.042502	0.04453	0.041035
520.96	6609.8	0.040417	0.04203	0.038963
537.41	6859.8	0.041214	0.042961	0.039399
553.38	7109.8	0.045993	0.048414	0.044236
568.65	7359.8	0.04424	0.047386	0.041723
583.54	7609.8	0.042709	0.045468	0.04032
597.91	7859.8	0.039779	0.042754	0.037578
611.88	8109.8	0.040875	0.043602	0.038187
625.87	8359.8	0.040841	0.043126	0.038335
640.57	8609.8	0.038327	0.040943	0.035945
655.89	8859.8	0.036012	0.038636	0.033849
671.45	9109.8	0.038216	0.040914	0.036059
687	9359.8	0.037407	0.039797	0.035131
701.73	9609.8	0.039601	0.042224	0.037367
714.89	9859.8	0.040633	0.043388	0.038237
728.27	10110	0.037475	0.040504	0.036762
742.35	10360	0.03915	0.040502	0.037936
756.81	10610	0.039507	0.041263	0.038485
770.9	10860	0.034794	0.037573	0.034427
784.84	11110	0.03517	0.037074	0.034185
799	11360	0.035774	0.037513	0.034544
812.78	11610	0.035653	0.037866	0.034284
826.07	11860	0.03398	0.037094	0.033715
838.94	12110	0.03291	0.035939	0.032012
850.83	12360	0.033319	0.036079	0.031456
861.25	12610	0.032691	0.035906	0.031358
870.96	12860	0.033564	0.035833	0.031661
880.54	13110	0.032412	0.035415	0.030618
890	13360	0.031391	0.035029	0.029787
898.95	13610	0.034178	0.036899	0.032815
907.84	13860	0.034016	0.036893	0.032662
916.78	14110	0.032187	0.034835	0.030402
925.75	14360	0.033997	0.035946	0.031518
934.87	14610	0.029724	0.032518	0.027756
944.34	14860	0.031139	0.033485	0.028728
954.22	15110	0.030341	0.032789	0.028355
963.46	15360	0.029187	0.031662	0.027209
972.29	15610	0.02699	0.029842	0.025831
980.98	15860	0.029787	0.032787	0.028021
989.08	16110	0.027647	0.030729	0.026304
996.7	16360	0.028938	0.031814	0.026417
1003.9	16610	0.028226	0.031374	0.026365
1010.7	16860	0.028548	0.031561	0.026324
1017.1	17110	0.028112	0.03118	0.025618
1023.1	17360	0.029967	0.033979	0.027748
1029	17610	0.028817	0.03223	0.02583
1034.9	17860	0.029141	0.032904	0.026819
1040.7	18110	0.028049	0.031477	0.025526
1046.7	18360	0.029449	0.032414	0.02697
1052.9	18610	0.029631	0.032944	0.027163
1059.3	18860	0.029241	0.033212	0.026041
1065.6	19110	0.027166	0.031294	0.0252
1071.8	19360	0.029069	0.033018	0.026372
1077.6	19610	0.026606	0.03075	0.024287
1083.2	19860	0.026031	0.030471	0.023789
1089.5	20110	0.025534	0.029387	0.023175
1096.1	20360	0.024429	0.028439	0.021968
1102.3	20610	0.02658	0.030737	0.024226
1107.8	20860	0.026645	0.030765	0.02419
1113	21110	0.02447	0.028249	0.022288
1118.1	21360	0.026466	0.031232	0.024266
1123.2	21610	0.025793	0.029921	0.022939
1128.3	21860	0.02441	0.028371	0.022369
1133.5	22110	0.028445	0.032166	0.025176
1138.7	22360	0.030721	0.033876	0.02787
1143.9	22610	0.028613	0.033004	0.025557
1149	22860	0.0324	0.036694	0.029712
1153.9	23110	0.027248	0.031423	0.024915
1158.6	23360	0.029958	0.033588	0.027793
1163.1	23610	0.029956	0.034875	0.026773
1167.4	23860	0.028257	0.033286	0.026222
1171.5	24110	0.025089	0.030008	0.023019
1175.6	24360	0.027054	0.032699	0.024108
1179.6	24610	0.024178	0.028414	0.021666
1183.7	24860	0.027698	0.032687	0.024691
1187.7	25110	0.026027	0.030881	0.023352
1191.8	25360	0.025373	0.029924	0.023045
1195.8	25610	0.027448	0.032894	0.025242
1199.8	25860	0.024576	0.028993	0.022383
1203.7	26110	0.024483	0.029073	0.021851
1207.5	26360	0.021089	0.024722	0.018436
1211.3	26610	0.024539	0.029362	0.021886
1214.9	26860	0.022848	0.028922	0.020084
1218.5	27110	0.023133	0.027498	0.020937
1222.1	27360	0.023208	0.027985	0.020368
1225.8	27610	0.022977	0.02779	0.020394
1229.6	27860	0.023991	0.029807	0.021352
1233.7	28110	0.02285	0.026491	0.020358
1238	28360	0.020099	0.024422	0.017877
1242.6	28610	0.022288	0.027173	0.019954
